id,urlkey,article_title,image_url,image_alt,article_url,bw_ratio
340,"edu,stanford,cs)/people/eroberts/courses/soco/projects/1997-98/computer-vision/linelabeling.html",Computer Vision,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1997-98/computer-vision/images/weirdness.jpg,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1997-98/computer-vision/linelabeling.html,0.7974220963172804
341,"edu,stanford,cs)/people/eroberts/courses/soco/projects/1997-98/computer-vision/linelabeling.html",Computer Vision,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1997-98/computer-vision/images/afttower.jpg,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1997-98/computer-vision/linelabeling.html,0.7441235176705413
342,"edu,stanford,cs)/people/eroberts/courses/soco/projects/1997-98/computer-vision/linelabeling.html",Computer Vision,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1997-98/computer-vision/images/towerlabel.jpg,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1997-98/computer-vision/linelabeling.html,0.7631619012819342
343,"edu,stanford,cs)/people/eroberts/courses/soco/projects/1998-99/game-theory/dilemma.html",Other Dilemmas,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1998-99/game-theory/images/back.gif,Back to Main,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1998-99/game-theory/dilemma.html,0.2401115618661257
344,"edu,stanford,cs)/people/eroberts/courses/soco/projects/1998-99/game-theory/psr.html","Rock, Paper, Scissors",https://cs.stanford.edu/people/eroberts/courses/soco/projects/1998-99/game-theory/titles/rps.gif,"ROCK, PAPER, SCISSORS",https://cs.stanford.edu/people/eroberts/courses/soco/projects/1998-99/game-theory/psr.html,0.8106951871657754
345,"edu,stanford,cs)/people/eroberts/courses/soco/projects/1998-99/robotics/basicmotion.html",Robotics: Motion Planning,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1998-99/robotics/anim1_3.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1998-99/robotics/basicmotion.html,1.0
346,"edu,stanford,cs)/people/eroberts/courses/soco/projects/1998-99/robotics/basicmotion.html",Robotics: Motion Planning,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1998-99/robotics/roadmap.jpg,Roadmap,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1998-99/robotics/basicmotion.html,0.8134746478596546
347,"edu,stanford,cs)/people/eroberts/courses/soco/projects/1998-99/robotics/basicmotion.html",Robotics: Motion Planning,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1998-99/robotics/voronoi.jpg,Voronoi diagram,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1998-99/robotics/basicmotion.html,0.7339175175533122
348,"edu,stanford,cs)/people/eroberts/courses/soco/projects/1998-99/robotics/basicmotion.html",Robotics: Motion Planning,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1998-99/robotics/cellDecomp1.jpg,Exact Cell Decomposition,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1998-99/robotics/basicmotion.html,0.9000978691986745
349,"edu,stanford,cs)/people/eroberts/courses/soco/projects/1998-99/robotics/basicmotion.html",Robotics: Motion Planning,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1998-99/robotics/cellDecomp2.jpg,Approximate Cell Decomposition Method,https://cs.stanford.edu/people/eroberts/courses/soco/projects/1998-99/robotics/basicmotion.html,0.495523652137988
350,"edu,stanford,cs)/people/eroberts/courses/soco/projects/data-compression/lossy/jpeg/coeff.htm",Lossy Data Compression: JPEG,https://cs.stanford.edu/people/eroberts/courses/soco/projects/data-compression/maintitle.gif,maintitle.gif (3356 bytes),https://cs.stanford.edu/people/eroberts/courses/soco/projects/data-compression/lossy/jpeg/coeff.htm,0.2709699610181151
351,"edu,stanford,cs)/people/eroberts/courses/soco/projects/data-compression/lossy/jpeg/coeff.htm",Lossy Data Compression: JPEG,https://cs.stanford.edu/people/eroberts/courses/soco/projects/data-compression/lossy/menu_intro.gif,menu_intro.gif (1868 bytes),https://cs.stanford.edu/people/eroberts/courses/soco/projects/data-compression/lossy/jpeg/coeff.htm,0.041782997978242
352,"edu,stanford,cs)/people/eroberts/courses/soco/projects/data-compression/lossy/jpeg/coeff.htm",Lossy Data Compression: JPEG,https://cs.stanford.edu/people/eroberts/courses/soco/projects/data-compression/lossy/jpeg/menu_bar_j.GIF,menu_bar_j.GIF (1308 bytes),https://cs.stanford.edu/people/eroberts/courses/soco/projects/data-compression/lossy/jpeg/coeff.htm,0.020747087705786
353,"edu,stanford,cs)/people/eroberts/courses/soco/projects/data-compression/lossy/jpeg/coeff.htm",Lossy Data Compression: JPEG,https://cs.stanford.edu/people/eroberts/courses/soco/projects/data-compression/lossy/jpeg/Image16.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/data-compression/lossy/jpeg/coeff.htm,1.0
354,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/spacer.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,1.0
355,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_01.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
356,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_02.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
357,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_03.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
358,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_04.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.010458081244598
359,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_05.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.000484496124031
360,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_06.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0245505617977528
361,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_07.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
362,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_08.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0041639127561136
363,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_09.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
364,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_10.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
365,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_11.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.003275030590945
366,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_12.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0174280505993481
367,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_13.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0164748157622266
368,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_14.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0068770441085476
369,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_15.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
370,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_16.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0028490028490028
371,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_17.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
372,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_18.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
373,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_19.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
374,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_20.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
375,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_21.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
376,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_22.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
377,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_23.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
378,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_24.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
379,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_25.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
380,"edu,stanford,cs)/people/eroberts/courses/soco/projects/dna-computing/index.htm",DNA Computing,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/images/index_26.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/dna-computing/index.htm,0.0
381,"edu,stanford,cs)/people/eroberts/courses/soco/projects/risc/risccisc",RISC vs. CISC,https://cs.stanford.edu/people/eroberts/courses/soco/projects/risc/risccisc/options/spacer.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/risc/risccisc/,1.0
382,"edu,stanford,cs)/people/eroberts/courses/soco/projects/risc/risccisc",RISC vs. CISC,https://cs.stanford.edu/people/eroberts/courses/soco/projects/risc/risccisc/options/index_01.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/risc/risccisc/,0.3940927277006354
383,"edu,stanford,cs)/people/eroberts/courses/soco/projects/risc/risccisc",RISC vs. CISC,https://cs.stanford.edu/people/eroberts/courses/soco/projects/risc/risccisc/options/index_02.jpg,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/risc/risccisc/,0.8867754979781339
384,"edu,stanford,cs)/people/eroberts/courses/soco/projects/risc/risccisc",RISC vs. CISC,https://cs.stanford.edu/people/eroberts/courses/soco/projects/risc/risccisc/options/memoryfig.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/risc/risccisc/,0.7184358068315666
385,"edu,stanford,cs)/people/eroberts/courses/soco/projects/risc/risccisc",RISC vs. CISC,https://cs.stanford.edu/people/eroberts/courses/soco/projects/risc/risccisc/options/performanceeq.gif,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/risc/risccisc/,1.0
386,"edu,stanford,cs)/people/eroberts/courses/soco/projects/risc/risccisc",RISC vs. CISC,https://cs.stanford.edu/people/eroberts/courses/soco/projects/risc/risccisc/options/roadblock.jpg,,https://cs.stanford.edu/people/eroberts/courses/soco/projects/risc/risccisc/,0.5309693760073682
387,"edu,stanford,cs)/people/eroberts/courses/ww2/projects/firebombing",No Title,https://cs.stanford.edu/people/eroberts/courses/ww2/projects/firebombing/firebombing-in-wwii_files/image002.jpg,,https://cs.stanford.edu/people/eroberts/courses/ww2/projects/firebombing/,0.0
388,"edu,stanford,cs)/people/eroberts/cs181/projects/1998-99/copyright-infringement/emulation.html",Emulation,https://cs.stanford.edu/people/eroberts/cs181/projects/1998-99/copyright-infringement/emulation.jpg,Emulation,https://cs.stanford.edu/people/eroberts/cs181/projects/1998-99/copyright-infringement/emulation.html,0.3422855576870375
389,"edu,stanford,cs)/people/eroberts/cs181/projects/1998-99/copyright-infringement/mpeglayer3legalissues.html",MP3 and the Law,https://cs.stanford.edu/people/eroberts/cs181/projects/1998-99/copyright-infringement/mpeglayer3.jpg,MPEG Layer 3,https://cs.stanford.edu/people/eroberts/cs181/projects/1998-99/copyright-infringement/mpeglayer3legalissues.html,0.4113856068743287
390,"edu,stanford,cs)/people/eroberts/cs181/projects/2004-05/political-action/527one.html",Political Action on the Internet,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/images/index_01.gif,,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/527one.html,0.1801072478809894
391,"edu,stanford,cs)/people/eroberts/cs181/projects/2004-05/political-action/527one.html",Political Action on the Internet,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/images/index_02.gif,,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/527one.html,0.7114093959731543
392,"edu,stanford,cs)/people/eroberts/cs181/projects/2004-05/political-action/527one.html",Political Action on the Internet,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/images/index_03.gif,,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/527one.html,0.0362169312169312
393,"edu,stanford,cs)/people/eroberts/cs181/projects/2004-05/political-action/527one.html",Political Action on the Internet,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/images/index_04.gif,,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/527one.html,0.121622326551904
394,"edu,stanford,cs)/people/eroberts/cs181/projects/2004-05/political-action/527one.html",Political Action on the Internet,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/images/side_01.gif,,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/527one.html,0.9875776397515528
395,"edu,stanford,cs)/people/eroberts/cs181/projects/2004-05/political-action/527one.html",Political Action on the Internet,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/images/side_02.gif,,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/527one.html,0.2028985507246377
396,"edu,stanford,cs)/people/eroberts/cs181/projects/2004-05/political-action/527one.html",Political Action on the Internet,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/images/side_03.gif,,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/527one.html,0.1749068322981366
397,"edu,stanford,cs)/people/eroberts/cs181/projects/2004-05/political-action/527one.html",Political Action on the Internet,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/images/side_04.gif,,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/527one.html,0.1193626789089927
398,"edu,stanford,cs)/people/eroberts/cs181/projects/2004-05/political-action/527one.html",Political Action on the Internet,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/images/side_05.gif,,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/527one.html,0.1772774327122153
399,"edu,stanford,cs)/people/eroberts/cs181/projects/2004-05/political-action/527one.html",Political Action on the Internet,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/images/side_06.gif,,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/527one.html,0.1428571428571428
400,"edu,stanford,cs)/people/eroberts/cs181/projects/2004-05/political-action/527one.html",Political Action on the Internet,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/images/side_08.gif,,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/527one.html,0.1677018633540372
401,"edu,stanford,cs)/people/eroberts/cs181/projects/2004-05/political-action/527one.html",Political Action on the Internet,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/images/side_07.gif,,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/527one.html,0.9875776397515528
402,"edu,stanford,cs)/people/eroberts/cs181/projects/2004-05/political-action/527one.html",Political Action on the Internet,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/images/527graph.png,,https://cs.stanford.edu/people/eroberts/cs181/projects/2004-05/political-action/527one.html,0.8441269841269842
403,"edu,stanford,cs)/people/eroberts/cs181/projects/2010-11/technologytrendslatinamerica/education.html",Technology Trends in Latin America - Education,https://cs.stanford.edu/people/eroberts/cs181/projects/2010-11/TechnologyTrendsLatinAmerica/degrees.png,,https://cs.stanford.edu/people/eroberts/cs181/projects/2010-11/TechnologyTrendsLatinAmerica/education.html,0.8220440974081688
404,"edu,stanford,cs)/people/eroberts/cs181/projects/2010-11/technologytrendslatinamerica/education.html",Technology Trends in Latin America - Education,https://cs.stanford.edu/people/eroberts/cs181/projects/2010-11/TechnologyTrendsLatinAmerica/phds.png,,https://cs.stanford.edu/people/eroberts/cs181/projects/2010-11/TechnologyTrendsLatinAmerica/education.html,0.8821355759429154
405,"edu,stanford,cs)/people/eroberts/cs181/projects/2010-11/technologytrendslatinamerica/education.html",Technology Trends in Latin America - Education,https://cs.stanford.edu/people/eroberts/cs181/projects/2010-11/TechnologyTrendsLatinAmerica/rankings.png,,https://cs.stanford.edu/people/eroberts/cs181/projects/2010-11/TechnologyTrendsLatinAmerica/education.html,0.8559573064699886
406,"edu,stanford,cs)/people/eroberts/cs181/projects/personal-lives/debate.html",The Internet: bringing people together virtually or pushing them away physically,https://cs.stanford.edu/people/eroberts/cs181/projects/personal-lives/debate_label.gif,The Internet: Bringing people together virtually or pushing them away physically?,https://cs.stanford.edu/people/eroberts/cs181/projects/personal-lives/debate.html,1.0
407,"edu,stanford,cs)/people/eroberts/cs181/projects/personal-lives/debate.html",The Internet: bringing people together virtually or pushing them away physically,https://cs.stanford.edu/people/eroberts/cs181/projects/personal-lives/relationship.gif,Cartoon: neglecting parrot,https://cs.stanford.edu/people/eroberts/cs181/projects/personal-lives/debate.html,1.0
408,"edu,stanford,cs)/people/eroberts/cs181/projects/personal-lives/debate.html",The Internet: bringing people together virtually or pushing them away physically,https://cs.stanford.edu/people/eroberts/cs181/projects/personal-lives/T.gif,T,https://cs.stanford.edu/people/eroberts/cs181/projects/personal-lives/debate.html,1.0
409,"edu,stanford,cs)/people/eroberts/cs181/projects/personal-lives/debate.html",The Internet: bringing people together virtually or pushing them away physically,https://cs.stanford.edu/people/eroberts/cs181/projects/personal-lives/cat.jpg,,https://cs.stanford.edu/people/eroberts/cs181/projects/personal-lives/debate.html,0.3640625
410,"edu,stanford,cs)/people/eroberts/cs181/projects/women-in-cs/choosingcs.html",Initial Interest In Computer Science,https://cs.stanford.edu/people/eroberts/cs181/projects/women-in-cs/images/banner4.gif,,https://cs.stanford.edu/people/eroberts/cs181/projects/women-in-cs/choosingcs.html,0.0
411,"edu,stanford,cs)/people/eroberts/cs201/projects/1999-00/software-piracy/copyright.html",,https://cs.stanford.edu/people/eroberts/cs201/projects/1999-00/software-piracy/simcity.jpg,,https://cs.stanford.edu/people/eroberts/cs201/projects/1999-00/software-piracy/copyright.html,0.0039366053169734
412,"edu,stanford,cs)/people/eroberts/cs201/projects/1999-00/software-piracy/copyright.html",,https://cs.stanford.edu/people/eroberts/cs201/projects/1999-00/software-piracy/dongle.jpg,,https://cs.stanford.edu/people/eroberts/cs201/projects/1999-00/software-piracy/copyright.html,0.0078483245149911
413,"edu,stanford,cs)/people/eroberts/cs201/projects/1999-00/software-piracy/copyright.html",,https://cs.stanford.edu/people/eroberts/cs201/projects/1999-00/software-piracy/win2kholo.jpg,,https://cs.stanford.edu/people/eroberts/cs201/projects/1999-00/software-piracy/copyright.html,0.1883629191321499
414,"edu,stanford,cs)/people/eroberts/cs201/projects/2010-11/freedomofinformationchina/category/great-firewall-of-china/index.html",» Great Firewall of China Torfox,https://cs.stanford.edu/people/eroberts/cs201/projects/2010-11/FreedomOfInformationChina/wp-content/uploads/2011/06/300x169xinternet-usage3-300x169.png.pagespeed.ic.CEQWfp6r06.png,,https://cs.stanford.edu/people/eroberts/cs201/projects/2010-11/FreedomOfInformationChina/category/great-firewall-of-china/index.html,0.9419329388560158
415,"edu,stanford,cs)/people/eroberts/cs201/projects/2010-11/freedomofinformationchina/category/great-firewall-of-china/index.html",» Great Firewall of China Torfox,https://cs.stanford.edu/people/eroberts/cs201/projects/2010-11/FreedomOfInformationChina/wp-content/uploads/2011/06/453x346xMSN-blocked.png.pagespeed.ic.OiDsv27X3E.png,,https://cs.stanford.edu/people/eroberts/cs201/projects/2010-11/FreedomOfInformationChina/category/great-firewall-of-china/index.html,0.3292947466472712
416,"edu,stanford,cs)/people/eroberts/cs201/projects/2010-11/freedomofinformationchina/category/great-firewall-of-china/index.html",» Great Firewall of China Torfox,https://cs.stanford.edu/people/eroberts/cs201/projects/2010-11/FreedomOfInformationChina/wp-content/uploads/2011/06/google-kw2-583x1024.gif.pagespeed.ce.0N-VTax3mm.gif,,https://cs.stanford.edu/people/eroberts/cs201/projects/2010-11/FreedomOfInformationChina/category/great-firewall-of-china/index.html,0.0
417,"edu,stanford,cs)/people/eroberts/cs201/projects/2010-11/freedomofinformationchina/category/great-firewall-of-china/index.html",» Great Firewall of China Torfox,https://cs.stanford.edu/people/eroberts/cs201/projects/2010-11/FreedomOfInformationChina/wp-content/uploads/2011/05/300x244xmf_chinafirewall_f-300x244.jpg.pagespeed.ic.MaAshDshGY.jpg,Laptop user in China,https://cs.stanford.edu/people/eroberts/cs201/projects/2010-11/FreedomOfInformationChina/category/great-firewall-of-china/index.html,0.0012021857923497
418,"edu,stanford,cs)/people/eroberts/cs201/projects/2010-11/freedomofinformationchina/category/great-firewall-of-china/index.html",» Great Firewall of China Torfox,https://cs.stanford.edu/people/eroberts/cs201/projects/2010-11/FreedomOfInformationChina/wp-content/uploads/2011/05/ip_address_structure1-300x180.gif.pagespeed.ce.T6s2LMf9L2.gif,IP Address,https://cs.stanford.edu/people/eroberts/cs201/projects/2010-11/FreedomOfInformationChina/category/great-firewall-of-china/index.html,0.0
419,"edu,stanford,cs)/people/eroberts/cs201/projects/2010-11/freedomofinformationchina/category/great-firewall-of-china/index.html",» Great Firewall of China Torfox,https://cs.stanford.edu/people/eroberts/cs201/projects/2010-11/FreedomOfInformationChina/wp-content/uploads/2011/05/300x240xnameserver-300x240.png.pagespeed.ic.mTMuO7p2r2.png,Nameserver,https://cs.stanford.edu/people/eroberts/cs201/projects/2010-11/FreedomOfInformationChina/category/great-firewall-of-china/index.html,0.8978194444444444
420,"edu,stanford,cs)/people/eroberts/cs201/projects/crunchmode/index.html",Crunch Mode: programming to the extreme,https://cs.stanford.edu/people/eroberts/cs201/projects/crunchmode/images/body-header.jpg,Crunch Mode: programming to the extreme,https://cs.stanford.edu/people/eroberts/cs201/projects/crunchmode/index.html,0.2351486354775828
421,"edu,stanford,cs)/people/eroberts/cs201/projects/effect-on-interpersonal-skills/work1.htm",Technology in the Workplace,https://cs.stanford.edu/people/eroberts/cs201/projects/effect-on-interpersonal-skills/1.forward.gif,,https://cs.stanford.edu/people/eroberts/cs201/projects/effect-on-interpersonal-skills/Work1.htm,0.8812448812448812
422,"edu,stanford,cs)/people/eroberts/cs201/projects/productivity-paradox/background.html",Productivity Paradox: Background,https://cs.stanford.edu/people/eroberts/cs201/projects/productivity-paradox/ITMattersLogo.png,Productivity Paradox Logo,https://cs.stanford.edu/people/eroberts/cs201/projects/productivity-paradox/background.html,0.0143267973856209
423,"edu,stanford,cs)/people/eroberts/cs201/projects/technorealism/glut_consequences.html?ref=blog.talentrocks.ru",Technorealism - Understanding the Limits of Information,https://cs.stanford.edu/people/eroberts/cs201/projects/technorealism/top_left.jpg,,https://cs.stanford.edu/people/eroberts/cs201/projects/technorealism/glut_consequences.html?ref=blog.talentrocks.ru,0.0029752066115702
424,"edu,stanford,cs)/people/eroberts/cs201/projects/technorealism/glut_consequences.html?ref=blog.talentrocks.ru",Technorealism - Understanding the Limits of Information,https://cs.stanford.edu/people/eroberts/cs201/projects/technorealism/top_middle.jpg,,https://cs.stanford.edu/people/eroberts/cs201/projects/technorealism/glut_consequences.html?ref=blog.talentrocks.ru,0.0259530791788856
425,"edu,stanford,cs)/people/eroberts/cs201/projects/technorealism/glut_consequences.html?ref=blog.talentrocks.ru",Technorealism - Understanding the Limits of Information,https://cs.stanford.edu/people/eroberts/cs201/projects/technorealism/logo_30_blue.jpg,,https://cs.stanford.edu/people/eroberts/cs201/projects/technorealism/glut_consequences.html?ref=blog.talentrocks.ru,0.2133075435203094
426,"edu,stanford,cs)/people/eroberts/cs201/projects/technorealism/glut_consequences.html?ref=blog.talentrocks.ru",Technorealism - Understanding the Limits of Information,https://cs.stanford.edu/people/eroberts/cs201/projects/technorealism/side.jpg,,https://cs.stanford.edu/people/eroberts/cs201/projects/technorealism/glut_consequences.html?ref=blog.talentrocks.ru,0.0501818181818181
427,"edu,stanford,cs)/people/eroberts/cs201/projects/technorealism/glut_consequences.html?ref=blog.talentrocks.ru",Technorealism - Understanding the Limits of Information,https://cs.stanford.edu/people/eroberts/cs201/projects/technorealism/menu.gif,,https://cs.stanford.edu/people/eroberts/cs201/projects/technorealism/glut_consequences.html?ref=blog.talentrocks.ru,1.0
428,"edu,stanford,cs)/people/eroberts/cs201/projects/viruses/legal.html",Virus: A Retrospective - Legal Implications,https://cs.stanford.edu/people/eroberts/cs201/projects/viruses/top.jpg,,https://cs.stanford.edu/people/eroberts/cs201/projects/viruses/legal.html,0.0333513221802482
